구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
1551,2021-08-12,2021-08-13,강원도,평창군,용평면,속사리,산245,37.646996,128.48651,폐사체,,,POINT (128.48651 37.646996)
1552,2021-08-12,2021-08-15,강원도,인제군,상남면,김부리,501-12,37.913789,128.183723,폐사체,,,POINT (128.183723 37.913789)
1553,2021-08-16,2021-08-18,강원도,평창군,진부면,봉산리,산36,37.586445,128.650655,폐사체,,,POINT (128.650655 37.586445)
1554,2021-08-14,2021-08-18,강원도,인제군,상남면,김부리,38,37.906914,128.21117,포획개체,,,POINT (128.21117 37.906914)
1555,2021-08-17,2021-08-18,강원도,인제군,상남면,미산리,503,37.867283,128.31366,포획개체,,,POINT (128.31366 37.867283)
1556,2021-08-17,2021-08-18,강원도,인제군,상남면,상남리,1419-1,37.85414,128.22414,포획개체,,,POINT (128.22414 37.85414)
1557,2021-08-17,2021-08-18,강원도,인제군,기린면,북리,945-1,37.99628,128.32588,폐사체,,,POINT (128.32588 37.99628)
1558,2021-08-16,2021-08-18,강원도,인제군,상남면,김부리,313-1,37.90935,128.18982,폐사체,,,POINT (128.18982 37.90935)
1559,2021-08-13,2021-08-18,강원도,홍천군,내면,자운리,116,37.710869,128.421383,수렵개체,,,POINT (128.421383 37.710869)
1560,2021-08-17,2021-08-18,강원도,고성군,토성면,학야리,421-2,38.293346,128.48615,폐사체,,,POINT (128.48615 38.293346)
1561,2021-08-08,2021-08-19,강원도,속초시,설악동,,170,38.1759,128.4838,폐사체,,,POINT (128.4838 38.1759)
1562,2021-08-17,2021-08-19,강원도,인제군,남면,갑둔리,산98,37.904805,128.147125,폐사체,,,POINT (128.147125 37.904805)
1563,2021-08-17,2021-08-20,강원도,홍천군,내촌면,와야리,267-2,37.801997,128.143623,폐사체,,,POINT (128.143623 37.801997)
1564,2021-08-18,2021-08-20,강원도,홍천군,내면,자운리,917,37.719173,128.373789,폐사체,,,POINT (128.373789 37.719173)
1565,2021-08-19,2021-08-20,강원도,평창군,용평면,노동리,418-6,37.704563,128.4581,폐사체,,,POINT (128.4581 37.704563)
1566,2021-08-19,2021-08-20,경기도,가평군,가평읍,승안리,산94,37.87769,127.45099,폐사체,,,POINT (127.45099 37.87769)
1567,2021-08-13,2021-08-22,강원도,강릉시,연곡면,삼산리,산216-2,37.83305,128.64641,수렵개체,,,POINT (128.64641 37.83305)
1568,2021-08-20,2021-08-22,경기도,가평군,북면,화악리,산226,37.971687,127.52788,폐사체,,,POINT (127.52788 37.971687)
1569,2021-08-20,2021-08-23,강원도,인제군,기린면,북리,380,38.005527,128.30978,수렵개체,,,POINT (128.30978 38.005527)
1570,2021-08-20,2021-08-23,강원도,인제군,기린면,북리,380,38.005527,128.30978,수렵개체,,,POINT (128.30978 38.005527)
1571,2021-08-20,2021-08-23,강원도,인제군,기린면,북리,380,38.005527,128.30978,수렵개체,,,POINT (128.30978 38.005527)
1572,2021-08-20,2021-08-23,강원도,인제군,기린면,북리,380,38.005527,128.30978,수렵개체,,,POINT (128.30978 38.005527)
1573,2021-08-20,2021-08-23,강원도,인제군,남면,어론리,산161,37.910603,128.12888,폐사체,,,POINT (128.12888 37.910603)
1574,2021-08-20,2021-08-23,강원도,인제군,남면,갑둔리,834-1,37.90231,128.15558,폐사체,,,POINT (128.15558 37.90231)
1575,2021-08-21,2021-08-23,경기도,가평군,가평읍,경반리,산138-1,37.840873,127.458122,폐사체,,,POINT (127.458122 37.840873)
1576,2021-08-22,2021-08-24,강원도,인제군,인제읍,귀둔리,360-1,38.033863,128.3824,수렵개체,,,POINT (128.3824 38.033863)
1577,2021-08-23,2021-08-24,강원도,인제군,상남면,상남리,1406-5,37.85872,128.21132,폐사체,,,POINT (128.21132 37.85872)
1578,2021-08-22,2021-08-24,강원도,인제군,기린면,진동리,산340,37.951736,128.41534,폐사체,,,POINT (128.41534 37.951736)
1579,2021-08-23,2021-08-24,강원도,양구군,해안면,월산리,138,38.29546,128.16006,폐사체,,,POINT (128.16006 38.29546)
1580,2021-08-23,2021-08-24,강원도,홍천군,북방면,부사원리,23,37.745793,127.839348,폐사체,,,POINT (127.839348 37.745793)
1581,2021-08-23,2021-08-24,강원도,고성군,토성면,도원리,산1,38.263725,128.4595,폐사체,,,POINT (128.4595 38.263725)
1582,2021-08-25,2021-08-26,강원도,평창군,대관령면,차항리,산1-12,37.722076,128.68622,폐사체,,,POINT (128.68622 37.722076)
1583,2021-08-25,2021-08-27,강원도,홍천군,내면,자운리,산135,37.731889,128.369954,폐사체,,,POINT (128.369954 37.731889)
1584,2021-08-27,2021-08-29,강원도,인제군,상남면,상남리,산294,37.882642,128.23427,폐사체,,,POINT (128.23427 37.882642)
1585,2021-08-27,2021-08-31,강원도,홍천군,두촌면,철정리,산59-1,37.81864,128.011101,폐사체,,,POINT (128.011101 37.81864)
1586,2021-08-27,2021-08-31,강원도,홍천군,내면,자운리,산193-2,37.727665,128.393182,폐사체,,,POINT (128.393182 37.727665)
1587,2021-08-28,2021-08-31,강원도,홍천군,내면,자운리,산206-1,37.720777,128.375436,폐사체,,,POINT (128.375436 37.720777)
1588,2021-08-31,2021-09-01,강원도,인제군,상남면,미산리,794-3,37.870775,128.274477,수렵개체,,,POINT (128.274477 37.870775)
1589,2021-08-31,2021-09-01,강원도,인제군,남면,남전리,산226-1,38.005781,128.164275,폐사체,,,POINT (128.164275 38.005781)
1590,2021-08-30,2021-09-01,강원도,양양군,현북면,법수치리,산68,37.894797,128.619361,폐사체,,,POINT (128.619361 37.894797)
1591,2021-08-31,2021-09-02,강원도,강릉시,주문진읍,삼교리,894-2,37.87916,128.69267,폐사체,,,POINT (128.69267 37.87916)
1592,2021-08-31,2021-09-02,강원도,양양군,현북면,말곡리,302,38.007129,128.687113,폐사체,,,POINT (128.687113 38.007129)
1593,2021-09-04,2021-09-07,강원도,평창군,봉평면,흥정리,408,37.671246,128.344352,수렵개체,,,POINT (128.344352 37.671246)
1594,2021-09-04,2021-09-07,강원도,평창군,봉평면,흥정리,산1,37.671108,128.344368,폐사체,,,POINT (128.344368 37.671108)
1595,2021-09-04,2021-09-07,강원도,평창군,봉평면,흥정리,산1,37.671108,128.344368,폐사체,,,POINT (128.344368 37.671108)
1596,2021-09-05,2021-09-07,강원도,평창군,봉평면,흥정리,산1,37.672214,128.347743,폐사체,,,POINT (128.347743 37.672214)
1597,2021-09-03,2021-09-07,강원도,인제군,인제읍,덕산리,627-1,38.081314,128.19194,수렵개체,,,POINT (128.19194 38.081314)
1598,2021-09-03,2021-09-07,강원도,인제군,상남면,하남리,산107,37.912914,128.28445,수렵개체,,,POINT (128.28445 37.912914)
1599,2021-09-05,2021-09-07,강원도,인제군,남면,수산리,산46-64,37.973553,128.04343,수렵개체,,,POINT (128.04343 37.973553)
1600,2021-09-06,2021-09-07,강원도,인제군,인제읍,하추리,산1,38.039482,128.28853,폐사체,,,POINT (128.28853 38.039482)
1601,2021-09-06,2021-09-07,강원도,인제군,기린면,서리,산319-1,37.95472,128.26128,폐사체,,,POINT (128.26128 37.95472)
1602,2021-09-06,2021-09-07,경기도,연천군,신서면,내산리,산1-1,38.142795,127.157746,폐사체,,,POINT (127.157746 38.142795)
1603,2021-09-06,2021-09-08,강원도,평창군,대관령면,횡계리,434-2,37.693669,128.707997,폐사체,,,POINT (128.707997 37.693669)
1604,2021-09-06,2021-09-08,강원도,양양군,현북면,원일전리,605,37.988669,128.65093,폐사체,,,POINT (128.65093 37.988669)
1605,2021-09-07,2021-09-09,강원도,평창군,진부면,신기리,산43-1,37.592633,128.571629,폐사체,,,POINT (128.571629 37.592633)
1606,2021-09-08,2021-09-10,강원도,양양군,현북면,장리,산183-1,37.992084,128.645526,폐사체,,,POINT (128.645526 37.992084)
1607,2021-09-13,2021-09-14,강원도,평창군,봉평면,흥정리,산1,37.671047,128.345195,폐사체,,,POINT (128.345195 37.671047)
1608,2021-09-13,2021-09-14,강원도,홍천군,내촌면,물걸리,513,37.796088,128.17415,폐사체,,,POINT (128.17415 37.796088)
1609,2021-09-02,2021-09-15,강원도,정선군,임계면,용산리,135-6,37.445187,128.85991,수렵개체,,,POINT (128.85991 37.445187)
1610,2021-09-14,2021-09-16,강원도,정선군,여량면,고양리,산1,37.424224,128.756129,폐사체,,,POINT (128.756129 37.424224)
1611,2021-09-14,2021-09-16,강원도,양양군,서면,송천리,산1,38.042929,128.542323,폐사체,,,POINT (128.542323 38.042929)
1612,2021-09-14,2021-09-16,강원도,양양군,현북면,원일전리,산188,37.98195,128.650921,폐사체,,,POINT (128.650921 37.98195)
1613,2021-09-13,2021-09-17,강원도,정선군,여량면,고양리,산1,37.428074,128.75452,폐사체,,,POINT (128.75452 37.428074)
1614,2021-09-16,2021-09-17,강원도,정선군,여량면,고양리,산1,37.428215,128.75392,폐사체,,,POINT (128.75392 37.428215)
1615,2021-09-17,2021-09-19,강원도,인제군,남면,남전리,산226-1,38.026909,128.161255,폐사체,,,POINT (128.161255 38.026909)
1616,2021-09-17,2021-09-19,강원도,춘천시,동산면,원창리,산20,37.808423,127.786199,폐사체,,,POINT (127.786199 37.808423)
1617,2021-09-17,2021-09-23,강원도,정선군,임계면,문래리,산230,37.404551,128.861114,폐사체,,,POINT (128.861114 37.404551)
1618,2021-09-17,2021-09-23,강원도,정선군,임계면,문래리,산230,37.404291,128.8631,폐사체,,,POINT (128.8631 37.404291)
1619,2021-09-19,2021-09-23,강원도,정선군,여량면,고양리,산1,37.42356,128.7566,폐사체,,,POINT (128.7566 37.42356)
1620,2021-09-20,2021-09-23,강원도,정선군,여량면,고양리,산1,37.420831,128.758426,폐사체,,,POINT (128.758426 37.420831)
1621,2021-09-18,2021-09-23,강원도,홍천군,내촌면,와야리,산12-2,37.808478,128.160797,폐사체,,,POINT (128.160797 37.808478)
1622,2021-09-19,2021-09-23,강원도,평창군,대화면,신리,산410,37.565695,128.465311,폐사체,,,POINT (128.465311 37.565695)
1623,2021-09-23,2021-09-24,강원도,인제군,인제읍,고사리,산1,38.051088,128.20997,폐사체,,,POINT (128.20997 38.051088)
1624,2021-09-20,2021-09-24,강원도,강릉시,성산면,어흘리,산341,37.689126,128.784247,폐사체,,,POINT (128.784247 37.689126)
1625,2021-09-21,2021-09-24,강원도,강릉시,성산면,보광리,산448-1,37.747162,128.790792,폐사체,,,POINT (128.790792 37.747162)
1626,2021-09-22,2021-09-24,강원도,정선군,여량면,고양리,296-1,37.436361,128.744576,폐사체,,,POINT (128.744576 37.436361)
1627,2021-09-23,2021-09-24,강원도,정선군,여량면,고양리,296-2,37.43592,128.744985,폐사체,,,POINT (128.744985 37.43592)
1628,2021-09-23,2021-09-24,강원도,정선군,여량면,고양리,산1,37.435754,128.745943,폐사체,,,POINT (128.745943 37.435754)
1629,2021-09-23,2021-09-24,강원도,정선군,여량면,고양리,296-2,37.435813,128.744709,폐사체,,,POINT (128.744709 37.435813)
1630,2021-09-23,2021-09-24,강원도,정선군,임계면,문래리,산256,37.401136,128.860477,폐사체,,,POINT (128.860477 37.401136)
1631,2021-09-24,2021-09-26,강원도,인제군,상남면,상남리,산174,37.849594,128.24348,폐사체,,,POINT (128.24348 37.849594)
1632,2021-09-24,2021-09-26,강원도,고성군,현내면,산학리,466-8,38.48586,128.40231,수렵개체,,,POINT (128.40231 38.48586)
1633,2021-09-24,2021-09-27,강원도,정선군,여량면,고양리,산1,37.43463,128.746379,폐사체,,,POINT (128.746379 37.43463)
1634,2021-09-24,2021-09-27,강원도,정선군,임계면,문래리,산255,37.40334,128.860117,폐사체,,,POINT (128.860117 37.40334)
1635,2021-09-25,2021-09-28,강원도,정선군,임계면,문래리,산255,37.40383,128.85986,폐사체,,,POINT (128.85986 37.40383)
1636,2021-09-24,2021-09-29,강원도,강릉시,연곡면,송림리,801-16,37.853648,128.805126,수렵개체,,,POINT (128.805126 37.853648)
1637,2021-09-28,2021-09-30,강원도,정선군,여량면,고양리,504,37.43162,128.743658,폐사체,,,POINT (128.743658 37.43162)
1638,2021-09-29,2021-09-30,강원도,정선군,여량면,고양리,250-1,37.432531,128.745854,폐사체,,,POINT (128.745854 37.432531)
1639,2021-10-01,2021-10-03,강원도,인제군,남면,남전리,591,38.02758,128.15404,수렵개체,,,POINT (128.15404 38.02758)
1640,2021-10-04,2021-10-06,강원도,홍천군,내면,광원리,651,37.833306,128.48222,폐사체,,,POINT (128.48222 37.833306)
1641,2021-10-01,2021-10-06,강원도,정선군,임계면,덕암리,산410,37.404459,128.846385,폐사체,,,POINT (128.846385 37.404459)
1642,2021-10-06,2021-10-08,강원도,홍천군,화촌면,장평리,산64,37.719234,128.102348,폐사체,,,POINT (128.102348 37.719234)
1643,2021-10-07,2021-10-08,강원도,인제군,기린면,서리,산254-1,37.981972,128.269837,폐사체,,,POINT (128.269837 37.981972)
1644,2021-10-13,2021-10-14,강원도,강릉시,주문진읍,삼교리,산1,37.877406,128.688185,폐사체,,,POINT (128.688185 37.877406)
1645,2021-10-13,2021-10-15,강원도,춘천시,남산면,수동리,산56-1,37.787512,127.660237,폐사체,,,POINT (127.660237 37.787512)
1646,2021-10-17,2021-10-20,강원도,강릉시,왕산면,왕산리,산167,37.668801,128.793233,폐사체,,,POINT (128.793233 37.668801)
1647,2021-10-18,2021-10-20,강원도,횡성군,우천면,하궁리,산50,37.50726,128.131607,폐사체,,,POINT (128.131607 37.50726)
1648,2021-10-16,2021-10-20,강원도,정선군,임계면,덕암리,산31,37.400788,128.849664,폐사체,,,POINT (128.849664 37.400788)
1649,2021-10-16,2021-10-20,강원도,정선군,화암면,화암리,175-1,37.341659,128.814149,수렵개체,,,POINT (128.814149 37.341659)
1650,2021-10-19,2021-10-21,강원도,횡성군,우천면,정금리,산16,37.516392,128.131102,폐사체,,,POINT (128.131102 37.516392)
1651,2021-10-21,2021-10-22,강원도,양양군,현남면,주리,산98,37.922998,128.756395,폐사체,,,POINT (128.756395 37.922998)
1652,2021-10-21,2021-10-22,강원도,횡성군,우천면,정금리,산21,37.514166,128.125518,폐사체,,,POINT (128.125518 37.514166)
1653,2021-10-22,2021-10-25,강원도,정선군,화암면,화암리,산38,37.350498,128.817013,폐사체,,,POINT (128.817013 37.350498)
1654,2021-10-23,2021-10-25,강원도,정선군,화암면,화암리,165,37.339982,128.816583,폐사체,,,POINT (128.816583 37.339982)
1655,2021-10-23,2021-10-25,경기도,가평군,가평읍,마장리,산68,37.86929,127.508719,폐사체,,,POINT (127.508719 37.86929)
1656,2021-10-22,2021-10-25,강원도,평창군,진부면,수항리,산10,37.54822,128.57912,폐사체,,,POINT (128.57912 37.54822)
1657,2021-10-24,2021-10-25,경기도,가평군,가평읍,마장리,산94,37.866552,127.507991,폐사체,,,POINT (127.507991 37.866552)
1658,2021-10-25,2021-10-26,경기도,가평군,가평읍,마장리,산95,37.865218,127.508778,폐사체,,,POINT (127.508778 37.865218)
1659,2021-10-25,2021-10-26,강원도,인제군,상남면,김부리,27,37.906968,128.217155,포획개체,,,POINT (128.217155 37.906968)
1660,2021-10-25,2021-10-26,강원도,정선군,화암면,화암리,산156,37.33938,128.821867,폐사체,,,POINT (128.821867 37.33938)
1661,2021-10-25,2021-10-27,강원도,강릉시,성산면,보광리,산318,37.766166,128.778801,폐사체,,,POINT (128.778801 37.766166)
1662,2021-10-25,2021-10-27,강원도,강릉시,성산면,보광리,산318,37.76603,128.778986,폐사체,,,POINT (128.778986 37.76603)
1663,2021-10-25,2021-10-27,강원도,평창군,대관령면,횡계리,14-25,37.696649,128.749453,폐사체,,,POINT (128.749453 37.696649)
1664,2021-10-22,2021-10-28,강원도,강릉시,성산면,어흘리,산1-11,37.711397,128.778014,폐사체,,,POINT (128.778014 37.711397)
1665,2021-10-27,2021-10-28,강원도,평창군,진부면,수항리,산10,37.542595,128.586608,폐사체,,,POINT (128.586608 37.542595)
1666,2021-10-21,2021-10-29,강원도,삼척시,성남동,,산35,37.427001,129.160967,수렵개체,,,POINT (129.160967 37.427001)
1667,2021-10-21,2021-10-29,강원도,삼척시,성남동,,산35,37.42699,129.160821,수렵개체,,,POINT (129.160821 37.42699)
1668,2021-10-27,2021-10-29,강원도,정선군,여량면,여량리,산12,37.454167,128.751667,폐사체,,,POINT (128.751667 37.454167)
1669,2021-10-25,2021-10-29,강원도,정선군,화암면,화암리,산137,37.337036,128.824878,폐사체,,,POINT (128.824878 37.337036)
1670,2021-10-26,2021-10-29,강원도,정선군,화암면,화암리,산159,37.338235,128.818987,폐사체,,,POINT (128.818987 37.338235)
1671,2021-10-29,2021-10-31,강원도,정선군,화암면,화암리,산174,37.337435,128.810547,폐사체,,,POINT (128.810547 37.337435)
1672,2021-10-29,2021-11-01,강원도,정선군,여량면,여량리,산85-5,37.452995,128.704116,폐사체,,,POINT (128.704116 37.452995)
1673,2021-11-01,2021-11-03,강원도,정선군,임계면,반천리,595-2,37.456522,128.791612,포획개체,,,POINT (128.791612 37.456522)
1674,2021-11-01,2021-11-03,강원도,정선군,정선읍,애산리,산105-1,37.400335,128.705682,수렵개체,,,POINT (128.705682 37.400335)
1675,2021-11-02,2021-11-03,강원도,인제군,상남면,상남리,산178,37.85692,128.242858,폐사체,,,POINT (128.242858 37.85692)
1676,2021-11-01,2021-11-03,강원도,정선군,임계면,낙천리,136-11,37.465934,128.863417,폐사체,,,POINT (128.863417 37.465934)
1677,2021-10-31,2021-11-04,강원도,영월군,김삿갓면,외룡리,557-1,37.131664,128.641525,수렵개체,,,POINT (128.641525 37.131664)
1678,2021-11-02,2021-11-04,강원도,강릉시,성산면,어흘리,760,37.703864,128.789767,폐사체,,,POINT (128.789767 37.703864)
1679,2021-11-05,2021-11-07,강원도,영월군,김삿갓면,외룡리,산85-5,37.120841,128.650063,폐사체,,,POINT (128.650063 37.120841)
1680,2021-11-05,2021-11-07,강원도,영월군,김삿갓면,외룡리,산85-5,37.120219,128.651094,폐사체,,,POINT (128.651094 37.120219)
1681,2021-11-06,2021-11-08,경기도,가평군,청평면,상천리,1048-6,37.775389,127.433619,폐사체,,,POINT (127.433619 37.775389)
1682,2021-11-06,2021-11-08,경기도,가평군,가평읍,경반리,534-2,37.831856,127.478295,폐사체,,,POINT (127.478295 37.831856)
1683,2021-11-05,2021-11-08,강원도,평창군,진부면,장전리,산1,37.470145,128.552223,폐사체,,,POINT (128.552223 37.470145)
1684,2021-11-06,2021-11-08,강원도,영월군,김삿갓면,외룡리,산72,37.12002,128.65734,폐사체,,,POINT (128.65734 37.12002)
1685,2021-11-06,2021-11-08,강원도,영월군,김삿갓면,외룡리,산72,37.120029,128.657326,폐사체,,,POINT (128.657326 37.120029)
