구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
2070,2022-02-07,2022-02-09,강원도,횡성군,횡성읍,정암리,산14-1,37.47379,128.028381,폐사체,,128.028381,POINT (128.028381 37.47379)
2071,2022-02-07,2022-02-09,강원도,횡성군,횡성읍,정암리,산14-1,37.473839,128.028236,폐사체,,128.028236,POINT (128.028236 37.473839)
2072,2022-02-07,2022-02-09,강원도,횡성군,횡성읍,정암리,산14-1,37.473773,128.028163,폐사체,,128.028163,POINT (128.028163 37.473773)
2073,2022-02-07,2022-02-09,강원도,횡성군,횡성읍,정암리,산14-1,37.473773,128.028163,폐사체,,128.028163,POINT (128.028163 37.473773)
2074,2022-02-07,2022-02-09,강원도,횡성군,횡성읍,정암리,산14-1,37.473773,128.028163,폐사체,,128.028163,POINT (128.028163 37.473773)
2075,2022-02-08,2022-02-09,충청북도,단양군,단성면,대잠리,산64,36.91235,128.318653,폐사체,,128.318653,POINT (128.318653 36.91235)
2076,2022-02-08,2022-02-09,강원도,영월군,산솔면,이목리,산175,37.149442,128.663527,폐사체,,128.663527,POINT (128.663527 37.149442)
2077,2022-02-08,2022-02-09,강원도,영월군,산솔면,연상리,산118,37.171223,128.58796,폐사체,,128.58796,POINT (128.58796 37.171223)
2078,2022-02-08,2022-02-09,강원도,영월군,산솔면,연상리,산118,37.171223,128.58796,폐사체,,128.58796,POINT (128.58796 37.171223)
2079,2022-02-07,2022-02-10,경상북도,울진군,북면,주인리,산160,37.105427,129.273467,폐사체,,,POINT (129.273467 37.105427)
2080,2022-02-07,2022-02-10,강원도,정선군,정선읍,봉양리,산25-1,37.395198,128.645704,폐사체,,,POINT (128.645704 37.395198)
2081,2022-02-07,2022-02-10,강원도,정선군,정선읍,봉양리,산17,37.3912,128.646583,폐사체,,,POINT (128.646583 37.3912)
2082,2022-02-07,2022-02-10,강원도,정선군,정선읍,봉양리,산17,37.390144,128.644637,폐사체,,,POINT (128.644637 37.390144)
2083,2022-02-08,2022-02-10,강원도,정선군,신동읍,고성리,176-2,37.23779,128.618811,폐사체,,,POINT (128.618811 37.23779)
2084,2022-02-04,2022-02-10,강원도,정선군,남면,무릉리,산283,37.270434,128.803409,폐사체,,,POINT (128.803409 37.270434)
2085,2022-02-09,2022-02-10,충청북도,단양군,단성면,대잠리,산64,36.9156,128.316037,폐사체,,,POINT (128.316037 36.9156)
2086,2022-02-08,2022-02-10,강원도,영월군,김삿갓면,진별리,107-1,37.148462,128.563884,폐사체,,,POINT (128.563884 37.148462)
2087,2022-02-09,2022-02-10,강원도,영월군,산솔면,이목리,653,37.146562,128.656424,폐사체,,,POINT (128.656424 37.146562)
2088,2022-02-09,2022-02-10,강원도,영월군,산솔면,이목리,산179,37.150769,128.656605,폐사체,,,POINT (128.656605 37.150769)
2089,2022-02-03,2022-02-11,강원도,강릉시,왕산면,목계리,산460-1,37.644989,128.8714,수렵개체,,,POINT (128.8714 37.644989)
2090,2022-02-03,2022-02-11,강원도,강릉시,왕산면,목계리,산460-1,37.645016,128.871374,수렵개체,,,POINT (128.871374 37.645016)
2091,2022-02-03,2022-02-11,강원도,강릉시,왕산면,대기리,산3,37.581223,128.766431,수렵개체,,,POINT (128.766431 37.581223)
2092,2022-02-04,2022-02-11,강원도,강릉시,왕산면,목계리,산437,37.643981,128.853076,수렵개체,,,POINT (128.853076 37.643981)
2093,2022-02-04,2022-02-11,강원도,강릉시,왕산면,목계리,산437,37.643822,128.853084,수렵개체,,,POINT (128.853084 37.643822)
2094,2022-02-06,2022-02-11,강원도,강릉시,왕산면,도마리,1130,37.679587,128.832059,수렵개체,,,POINT (128.832059 37.679587)
2095,2022-02-04,2022-02-11,강원도,강릉시,성산면,오봉리,산32,37.714512,128.817088,폐사체,,,POINT (128.817088 37.714512)
2096,2022-02-07,2022-02-11,강원도,강릉시,왕산면,왕산리,산70,37.656179,128.808354,수렵개체,,,POINT (128.808354 37.656179)
2097,2022-02-08,2022-02-11,강원도,강릉시,왕산면,대기리,산3,37.547356,128.79297,수렵개체,,,POINT (128.79297 37.547356)
2098,2022-02-09,2022-02-11,강원도,횡성군,횡성읍,정암리,산139-1,37.450553,128.009535,폐사체,,,POINT (128.009535 37.450553)
2099,2022-02-10,2022-02-11,강원도,횡성군,횡성읍,정암리,산74,37.4538,128.038891,폐사체,,,POINT (128.038891 37.4538)
2100,2022-02-09,2022-02-11,강원도,홍천군,북방면,북방리,산61-1,37.834714,127.838859,폐사체,,,POINT (127.838859 37.834714)
2101,2022-02-09,2022-02-11,강원도,홍천군,북방면,북방리,산61-1,37.834578,127.833459,폐사체,,,POINT (127.833459 37.834578)
2102,2022-02-09,2022-02-11,충청북도,제천시,덕산면,월악리,산1-1,36.854666,128.173458,폐사체,,,POINT (128.173458 36.854666)
2103,2022-02-10,2022-02-11,경상북도,상주시,은척면,황령리,산104,36.5207305294187,127.994961199497,폐사체,,,POINT (127.994961199497 36.5207305294187)
2104,2022-02-10,2022-02-11,경상북도,상주시,은척면,황령리,산104,36.5207305294187,127.994961199497,폐사체,,,POINT (127.994961199497 36.5207305294187)
2105,2022-02-10,2022-02-11,경상북도,상주시,화남면,평온리,산67-1,36.4671946795879,127.90475138051,폐사체,,,POINT (127.90475138051 36.4671946795879)
2106,2022-02-10,2022-02-11,경상북도,상주시,화남면,평온리,산67-1,36.4671946795879,127.90475138051,폐사체,,,POINT (127.90475138051 36.4671946795879)
2107,2022-02-10,2022-02-11,경상북도,상주시,화남면,평온리,산67-1,36.4671946795879,127.90475138051,폐사체,,,POINT (127.90475138051 36.4671946795879)
2108,2022-02-10,2022-02-11,경상북도,상주시,화남면,평온리,산67-1,36.4671946795879,127.90475138051,폐사체,,,POINT (127.90475138051 36.4671946795879)
2109,2022-02-10,2022-02-11,경상북도,상주시,화남면,평온리,산67-1,36.4671946795879,127.90475138051,폐사체,,,POINT (127.90475138051 36.4671946795879)
2110,2022-02-10,2022-02-11,충청북도,보은군,속리산면,삼가리,산30-6,36.504995,127.850566,폐사체,,,POINT (127.850566 36.504995)
2111,2022-02-07,2022-02-13,경상북도,상주시,화북면,상오리,산24-5,36.519867,127.905051,수렵개체,,,POINT (127.905051 36.519867)
2112,2022-02-07,2022-02-13,경상북도,상주시,화북면,상오리,산24-5,36.5193,127.906041,수렵개체,,,POINT (127.906041 36.5193)
2113,2022-02-07,2022-02-13,경상북도,상주시,화북면,상오리,산24-5,36.521601,127.912614,수렵개체,,,POINT (127.912614 36.521601)
2114,2022-02-11,2022-02-13,강원도,횡성군,횡성읍,추동리,산27,37.475317,128.031945,폐사체,,,POINT (128.031945 37.475317)
2115,2022-02-11,2022-02-13,강원도,횡성군,횡성읍,정암리,산82-3,37.448932,128.033845,폐사체,,,POINT (128.033845 37.448932)
2116,2022-02-11,2022-02-13,강원도,횡성군,횡성읍,정암리,산82-3,37.448853,128.033641,폐사체,,,POINT (128.033641 37.448853)
2117,2022-02-11,2022-02-13,강원도,횡성군,횡성읍,정암리,산82-3,37.448955,128.03374,폐사체,,,POINT (128.03374 37.448955)
2118,2022-02-10,2022-02-13,강원도,횡성군,횡성읍,추동리,193,37.474966,128.032256,폐사체,,,POINT (128.032256 37.474966)
2119,2022-02-10,2022-02-13,강원도,횡성군,횡성읍,추동리,산27,37.475089,128.031867,폐사체,,,POINT (128.031867 37.475089)
2120,2022-02-11,2022-02-13,경상북도,울진군,북면,주인리,산160,37.10464,129.27448,폐사체,,,POINT (129.27448 37.10464)
2121,2022-02-08,2022-02-15,강원도,정선군,남면,무릉리,산323-1,37.261176,128.813967,폐사체,,,POINT (128.813967 37.261176)
2122,2022-02-08,2022-02-15,강원도,정선군,남면,무릉리,산324,37.260771,128.811704,폐사체,,,POINT (128.811704 37.260771)
2123,2022-02-08,2022-02-15,강원도,정선군,남면,무릉리,산324,37.26001,128.810516,폐사체,,,POINT (128.810516 37.26001)
2124,2022-02-08,2022-02-15,강원도,정선군,남면,무릉리,산327,37.259469,128.810222,폐사체,,,POINT (128.810222 37.259469)
2125,2022-02-09,2022-02-15,강원도,정선군,남면,무릉리,산358,37.250722,128.803817,폐사체,,,POINT (128.803817 37.250722)
2126,2022-02-08,2022-02-15,강원도,정선군,남면,무릉리,산354,37.253836,128.80185,폐사체,,,POINT (128.80185 37.253836)
2127,2022-02-10,2022-02-15,강원도,정선군,임계면,용산리,산130-1,37.449799,128.861284,폐사체,,,POINT (128.861284 37.449799)
2128,2022-02-13,2022-02-15,강원도,평창군,평창읍,하일리,309-1,37.391189,128.340285,폐사체,,,POINT (128.340285 37.391189)
2129,2022-02-14,2022-02-15,강원도,춘천시,서면,오월리,산46-1,37.9587094,127.606569,폐사체,,,POINT (127.606569 37.9587094)
2130,2022-02-14,2022-02-15,충청북도,단양군,단성면,북상리,산16,36.912305,128.326972,폐사체,,,POINT (128.326972 36.912305)
2131,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.527838,127.85847,폐사체,,,POINT (127.85847 36.527838)
2132,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.527838,127.85847,폐사체,,,POINT (127.85847 36.527838)
2133,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.527838,127.85847,폐사체,,,POINT (127.85847 36.527838)
2134,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.527838,127.85847,폐사체,,,POINT (127.85847 36.527838)
2135,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.526049,127.856678,폐사체,,,POINT (127.856678 36.526049)
2136,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.526049,127.856678,폐사체,,,POINT (127.856678 36.526049)
2137,2022-02-14,2022-02-15,충청북도,보은군,속리산면,도화리,산5-1,36.524335,127.854518,폐사체,,,POINT (127.854518 36.524335)
2138,2022-02-14,2022-02-15,강원도,영월군,북면,문곡리,69,37.212656,128.449269,폐사체,,,POINT (128.449269 37.212656)
2139,2022-02-12,2022-02-15,강원도,강릉시,왕산면,대기리,1892-2,37.594111,128.73446,수렵개체,,,POINT (128.73446 37.594111)
2140,2022-02-12,2022-02-15,강원도,강릉시,성산면,산북리,산223,37.706371,128.829175,수렵개체,,,POINT (128.829175 37.706371)
2141,2022-02-11,2022-02-15,강원도,강릉시,왕산면,목계리,산459-1,37.601601,128.849056,폐사체,,,POINT (128.849056 37.601601)
2142,2022-02-11,2022-02-15,강원도,강릉시,왕산면,목계리,214,37.617493,128.851689,폐사체,,,POINT (128.851689 37.617493)
2143,2022-02-15,2022-02-16,경상북도,상주시,화남면,평온리,산119,36.462074,127.885109,폐사체,,,POINT (127.885109 36.462074)
2144,2022-02-15,2022-02-16,경상북도,상주시,화남면,평온리,산119,36.462074,127.885109,폐사체,,,POINT (127.885109 36.462074)
2145,2022-02-15,2022-02-16,경상북도,상주시,화남면,평온리,산119,36.462074,127.885109,폐사체,,,POINT (127.885109 36.462074)
2146,2022-02-15,2022-02-16,충청북도,단양군,매포읍,삼곡리,260-4,37.073243,128.259027,폐사체,,,POINT (128.259027 37.073243)
2147,2022-02-14,2022-02-17,강원도,강릉시,옥계면,북동리,588,37.614195,128.952114,수렵개체,,,POINT (128.952114 37.614195)
2148,2022-02-15,2022-02-17,강원도,강릉시,성산면,산북리,산48-1,37.709109,128.848498,폐사체,,,POINT (128.848498 37.709109)
2149,2022-02-11,2022-02-17,강원도,정선군,남면,무릉리,산328,37.260249,128.81184,폐사체,,,POINT (128.81184 37.260249)
2150,2022-02-11,2022-02-17,강원도,정선군,남면,무릉리,산323-1,37.261576,128.813071,폐사체,,,POINT (128.813071 37.261576)
2151,2022-02-11,2022-02-17,강원도,정선군,남면,무릉리,산324,37.260791,128.812369,폐사체,,,POINT (128.812369 37.260791)
2152,2022-02-11,2022-02-17,강원도,정선군,남면,무릉리,산328,37.259122,128.810495,폐사체,,,POINT (128.810495 37.259122)
2153,2022-02-11,2022-02-17,강원도,정선군,남면,무릉리,산327,37.259479,128.810131,폐사체,,,POINT (128.810131 37.259479)
2154,2022-02-14,2022-02-17,강원도,정선군,남면,무릉리,산328,37.259587,128.81211,폐사체,,,POINT (128.81211 37.259587)
2155,2022-02-14,2022-02-17,강원도,정선군,남면,무릉리,산323-1,37.260305,128.814372,폐사체,,,POINT (128.814372 37.260305)
2156,2022-02-10,2022-02-17,강원도,정선군,북평면,숙암리,산1,37.470488,128.623845,폐사체,,,POINT (128.623845 37.470488)
2157,2022-02-15,2022-02-17,강원도,정선군,임계면,직원리,산114,37.533024,128.920906,폐사체,,,POINT (128.920906 37.533024)
2158,2022-02-13,2022-02-17,강원도,동해시,신흥동,,산161,37.536959,128.999962,수렵개체,,,POINT (128.999962 37.536959)
2159,2022-02-16,2022-02-17,경상북도,상주시,화남면,평온리,산119,36.4620774,127.885109,폐사체,,,POINT (127.885109 36.4620774)
2160,2022-02-15,2022-02-17,강원도,삼척시,하장면,중봉리,산1,37.408998,128.921747,폐사체,,,POINT (128.921747 37.408998)
2161,2022-02-15,2022-02-17,강원도,삼척시,하장면,중봉리,산1,37.408998,128.921747,폐사체,,,POINT (128.921747 37.408998)
2162,2022-02-17,2022-02-17,강원도,영월군,산솔면,이목리,산179-1,37.147256,128.656279,폐사체,,,POINT (128.656279 37.147256)
2163,2022-02-16,2022-02-18,강원도,인제군,인제읍,원대리,산75-22,37.972372,128.220809,폐사체,,,POINT (128.220809 37.972372)
2164,2022-02-17,2022-02-18,강원도,평창군,평창읍,하일리,351,37.3886,128.334137,폐사체,,,POINT (128.334137 37.3886)
2165,2022-02-12,2022-02-18,강원도,홍천군,북방면,북방리,산61-1,37.817959,127.838516,폐사체,,,POINT (127.838516 37.817959)
2166,2022-02-17,2022-02-18,경상북도,상주시,화남면,동관리,539,36.479604,127.888435,포획개체,,,POINT (127.888435 36.479604)
2167,2022-02-18,2022-02-20,경상북도,상주시,화남면,동관리,산178-3,36.49763657,127.90742405,폐사체,,,POINT (127.90742405 36.49763657)
2168,2022-02-17,2022-02-21,강원도,영월군,김삿갓면,주문리,산80,37.122205,128.623341,폐사체,,,POINT (128.623341 37.122205)
2169,2022-02-18,2022-02-21,강원도,영월군,산솔면,이목리,산83,37.150335,128.663781,폐사체,,,POINT (128.663781 37.150335)
2170,2022-02-18,2022-02-21,강원도,영월군,산솔면,이목리,산83,37.150263,128.663848,폐사체,,,POINT (128.663848 37.150263)
2171,2022-02-18,2022-02-21,강원도,영월군,산솔면,이목리,산83,37.150964,128.663684,폐사체,,,POINT (128.663684 37.150964)
2172,2022-02-16,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189185,128.42083,폐사체,,,POINT (128.42083 37.189185)
2173,2022-02-16,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189024,128.42094,폐사체,,,POINT (128.42094 37.189024)
2174,2022-02-16,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189036,128.420741,폐사체,,,POINT (128.420741 37.189036)
2175,2022-02-19,2022-02-21,강원도,영월군,남면,연당리,산1,37.189019,128.420289,폐사체,,,POINT (128.420289 37.189019)
2176,2022-02-19,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189195,128.420404,폐사체,,,POINT (128.420404 37.189195)
2177,2022-02-19,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189151,128.4211,폐사체,,,POINT (128.4211 37.189151)
2178,2022-02-19,2022-02-21,강원도,영월군,남면,북쌍리,산64,37.189159,128.421053,폐사체,,,POINT (128.421053 37.189159)
2179,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,478-8,37.11188,128.02285,폐사체,,,POINT (128.02285 37.11188)
2180,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,478-8,37.11188,128.02285,폐사체,,,POINT (128.02285 37.11188)
2181,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,478-7,37.11204,128.022789,폐사체,,,POINT (128.022789 37.11204)
2182,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,478-7,37.11204,128.022789,폐사체,,,POINT (128.022789 37.11204)
2183,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,산108-1,37.112203,128.022569,폐사체,,,POINT (128.022569 37.112203)
2184,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,산105,37.109635,128.023525,폐사체,,,POINT (128.023525 37.109635)
2185,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,산105,37.109645,128.023595,폐사체,,,POINT (128.023595 37.109645)
2186,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,산105,37.109675,128.023745,폐사체,,,POINT (128.023745 37.109675)
2187,2022-02-20,2022-02-21,충청북도,충주시,산척면,석천리,산106-1,37.110607,128.01877,폐사체,,,POINT (128.01877 37.110607)
2188,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산103,37.189707,128.437126,폐사체,,,POINT (128.437126 37.189707)
2189,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산103,37.1897,128.437009,폐사체,,,POINT (128.437009 37.1897)
2190,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산91,37.186113,128.43787,폐사체,,,POINT (128.43787 37.186113)
2191,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산91,37.186227,128.437506,폐사체,,,POINT (128.437506 37.186227)
2192,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산91,37.185828,128.437257,폐사체,,,POINT (128.437257 37.185828)
2193,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,628,37.185694,128.436887,폐사체,,,POINT (128.436887 37.185694)
2194,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,628,37.185639,128.436875,폐사체,,,POINT (128.436875 37.185639)
2195,2022-02-20,2022-02-21,강원도,영월군,영월읍,방절리,산86,37.185239,128.436543,폐사체,,,POINT (128.436543 37.185239)
2196,2022-02-20,2022-02-22,강원도,삼척시,하장면,중봉리,산1,37.409938,128.928783,수렵개체,,,POINT (128.928783 37.409938)
2197,2022-02-20,2022-02-22,강원도,삼척시,하장면,중봉리,산1,37.409938,128.928783,수렵개체,,,POINT (128.928783 37.409938)
2198,2022-02-08,2022-02-22,강원도,정선군,북평면,나전리,산100-1,37.443883,128.627585,폐사체,,,POINT (128.627585 37.443883)
2199,2022-02-15,2022-02-22,강원도,정선군,여량면,남곡리,320-1,37.50047,128.757713,폐사체,,,POINT (128.757713 37.50047)
2200,2022-02-16,2022-02-22,강원도,정선군,정선읍,봉양리,543,37.393481,128.643879,폐사체,,,POINT (128.643879 37.393481)
2201,2022-02-10,2022-02-22,강원도,정선군,남면,무릉리,산287,37.272967,128.80927,폐사체,,,POINT (128.80927 37.272967)
2202,2022-02-17,2022-02-22,강원도,정선군,신동읍,방제리,산87-144,37.206204,128.724185,폐사체,,,POINT (128.724185 37.206204)
2203,2022-02-17,2022-02-22,강원도,정선군,신동읍,방제리,산87-144,37.206204,128.724185,폐사체,,,POINT (128.724185 37.206204)
2204,2022-02-18,2022-02-22,강원도,정선군,신동읍,방제리,산87-144,37.205397,128.72569,폐사체,,,POINT (128.72569 37.205397)
2205,2022-02-18,2022-02-22,강원도,정선군,신동읍,방제리,산87-144,37.205397,128.72569,폐사체,,,POINT (128.72569 37.205397)
2206,2022-02-18,2022-02-22,강원도,정선군,신동읍,방제리,산87-144,37.205397,128.72569,폐사체,,,POINT (128.72569 37.205397)
2207,2022-02-20,2022-02-22,강원도,춘천시,동산면,조양리,산247,37.748778,127.786753,폐사체,,,POINT (127.786753 37.748778)
2208,2022-02-21,2022-02-22,충청북도,제천시,덕산면,월악리,산1-1,36.874363,128.164839,폐사체,,,POINT (128.164839 36.874363)
2209,2022-02-21,2022-02-22,충청북도,제천시,덕산면,월악리,산1-1,36.874363,128.164839,폐사체,,,POINT (128.164839 36.874363)
2210,2022-02-17,2022-02-22,강원도,강릉시,왕산면,목계리,278-1,37.632302,128.852091,폐사체,,,POINT (128.852091 37.632302)
2211,2022-02-18,2022-02-22,강원도,강릉시,왕산면,도마리,산473-1,37.662328,128.833145,수렵개체,,,POINT (128.833145 37.662328)
2212,2022-02-18,2022-02-22,강원도,강릉시,왕산면,도마리,산473-1,37.662328,128.833145,수렵개체,,,POINT (128.833145 37.662328)
2213,2022-02-19,2022-02-22,강원도,강릉시,주문진읍,향호리,1190-10,37.904164,128.777659,수렵개체,,,POINT (128.777659 37.904164)
2214,2022-02-20,2022-02-22,강원도,강릉시,왕산면,목계리,산460-1,37.643638,128.879641,수렵개체,,,POINT (128.879641 37.643638)
2215,2022-02-20,2022-02-22,강원도,강릉시,왕산면,목계리,산460-1,37.635584,128.87479,수렵개체,,,POINT (128.87479 37.635584)
2216,2022-02-21,2022-02-22,경상북도,상주시,화남면,평온리,산109,36.46384,127.897114,폐사체,,,POINT (127.897114 36.46384)
2217,2022-02-21,2022-02-22,경상북도,상주시,화북면,상오리,산24-5,36.523214,127.906965,폐사체,,,POINT (127.906965 36.523214)
2219,2022-02-13,2022-02-22,충청북도,보은군,산외면,아시리,산20-1,36.535311,127.730698,수렵개체,,,POINT (127.730698 36.535311)
2220,2022-02-17,2022-02-22,경상북도,문경시,문경읍,관음리,743,36.805008,128.149106,폐사체,,,POINT (128.149106 36.805008)
2221,2022-02-22,2022-02-23,경상북도,상주시,화남면,평온리,산208,36.466097,127.910843,폐사체,,,POINT (127.910843 36.466097)
2222,2022-02-21,2022-02-23,강원도,영월군,영월읍,방절리,산139,37.19758,128.437025,폐사체,,,POINT (128.437025 37.19758)
2223,2022-02-21,2022-02-23,강원도,영월군,영월읍,방절리,산135,37.195818,128.437718,폐사체,,,POINT (128.437718 37.195818)
2224,2022-02-21,2022-02-23,강원도,영월군,산솔면,이목리,산175,37.150184,128.66091,폐사체,,,POINT (128.66091 37.150184)
2225,2022-02-21,2022-02-23,충청북도,제천시,덕산면,월악리,산1-1,36.867499,128.168911,폐사체,,,POINT (128.168911 36.867499)
2226,2022-02-22,2022-02-24,충청북도,제천시,덕산면,월악리,산1-1,36.867084,128.168498,폐사체,,,POINT (128.168498 36.867084)
2227,2022-02-22,2022-02-24,충청북도,제천시,덕산면,월악리,산1-1,36.868008,128.168383,폐사체,,,POINT (128.168383 36.868008)
2228,2022-02-22,2022-02-24,충청북도,제천시,덕산면,월악리,산1-1,36.868048,128.168435,폐사체,,,POINT (128.168435 36.868048)
2229,2022-02-22,2022-02-25,강원도,동해시,신흥동,,산287-1,37.51596,128.97981,폐사체,,,POINT (128.97981 37.51596)
2230,2022-02-24,2022-02-25,충청북도,단양군,대강면,두음리,산83,36.915151,128.342771,폐사체,,,POINT (128.342771 36.915151)
2231,2022-02-24,2022-02-25,충청북도,단양군,대강면,두음리,산83,36.915441,128.34266,폐사체,,,POINT (128.34266 36.915441)
2232,2022-02-23,2022-02-27,충청북도,제천시,봉양읍,구학리,864,37.162455,128.075946,폐사체,,,POINT (128.075946 37.162455)
2233,2022-02-23,2022-02-27,충청북도,제천시,봉양읍,구학리,832-32,37.162214,128.079882,폐사체,,,POINT (128.079882 37.162214)
2234,2022-02-21,2022-02-27,강원도,강릉시,왕산면,목계리,산460-1,37.634831,128.874837,수렵개체,,,POINT (128.874837 37.634831)
2235,2022-02-21,2022-02-27,강원도,강릉시,왕산면,대기리,산3,37.547958,128.794457,수렵개체,,,POINT (128.794457 37.547958)
2236,2022-02-21,2022-02-27,강원도,강릉시,왕산면,고단리,1047,37.536105,128.823089,수렵개체,,,POINT (128.823089 37.536105)
2237,2022-02-23,2022-02-27,강원도,강릉시,왕산면,목계리,산460-1,37.643633,128.8805,폐사체,,,POINT (128.8805 37.643633)
2238,2022-02-23,2022-02-27,강원도,강릉시,왕산면,목계리,산460-1,37.643629,128.880774,폐사체,,,POINT (128.880774 37.643629)
2239,2022-02-25,2022-02-27,강원도,홍천군,서면,팔봉리,산306,37.652597,127.695312,폐사체,,,POINT (127.695312 37.652597)
2240,2022-02-25,2022-02-27,경상북도,상주시,은척면,황령리,산109-1,36.522552,127.985802,폐사체,,,POINT (127.985802 36.522552)
2241,2022-02-25,2022-02-27,경상북도,상주시,은척면,황령리,산48,36.529849,128.01083,폐사체,,,POINT (128.01083 36.529849)
2242,2022-02-25,2022-02-27,강원도,영월군,김삿갓면,주문리,123,37.132027,128.621851,폐사체,,,POINT (128.621851 37.132027)
2243,2022-02-25,2022-02-27,충청북도,충주시,산척면,석천리,산106-1,37.110656,128.018125,폐사체,,,POINT (128.018125 37.110656)
2244,2022-02-22,2022-02-27,충청북도,제천시,덕산면,월악리,산1-1,36.877434,128.155834,폐사체,,,POINT (128.155834 36.877434)
2245,2022-02-25,2022-02-27,충청북도,제천시,덕산면,월악리,산1-1,36.865452,128.138307,폐사체,,,POINT (128.138307 36.865452)
2246,2022-02-25,2022-02-27,충청북도,제천시,덕산면,월악리,산1-1,36.864705,128.138477,폐사체,,,POINT (128.138477 36.864705)
2247,2022-02-25,2022-02-27,충청북도,제천시,덕산면,월악리,산1-1,36.864705,128.138477,폐사체,,,POINT (128.138477 36.864705)
2248,2022-02-25,2022-02-27,충청북도,제천시,덕산면,월악리,282-2,36.871701,128.155717,폐사체,,,POINT (128.155717 36.871701)
2249,2022-02-25,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.863699,128.137709,폐사체,,,POINT (128.137709 36.863699)
2250,2022-02-25,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.863761,128.137761,폐사체,,,POINT (128.137761 36.863761)
2251,2022-02-25,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.863779,128.137799,폐사체,,,POINT (128.137799 36.863779)
2252,2022-02-25,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.863817,128.13782,폐사체,,,POINT (128.13782 36.863817)
2253,2022-02-25,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.863843,128.13783,폐사체,,,POINT (128.13783 36.863843)
2254,2022-02-22,2022-02-28,충청북도,제천시,덕산면,월악리,산1-1,36.87521,128.153416,폐사체,,,POINT (128.153416 36.87521)
2255,2022-02-27,2022-02-28,강원도,평창군,대화면,하안미리,1175-1,37.466508,128.455168,폐사체,,,POINT (128.455168 37.466508)
2256,2022-02-28,2022-03-02,충청북도,보은군,속리산면,사내리,산1-1,36.53087,127.82943,폐사체,,,POINT (127.82943 36.53087)
2257,2022-02-27,2022-03-02,경기도,가평군,가평읍,경반리,산151,37.8348,127.455507,폐사체,,,POINT (127.455507 37.8348)
2258,2022-02-28,2022-03-02,강원도,영월군,김삿갓면,진별리,산143,37.135091,128.550668,폐사체,,,POINT (128.550668 37.135091)
2259,2022-02-28,2022-03-02,강원도,영월군,김삿갓면,진별리,산143,37.134275,128.550596,폐사체,,,POINT (128.550596 37.134275)
2260,2022-02-28,2022-03-02,강원도,영월군,김삿갓면,진별리,산143,37.132952,128.549468,폐사체,,,POINT (128.549468 37.132952)
2261,2022-03-01,2022-03-02,강원도,영월군,김삿갓면,진별리,산150,37.132259,128.546718,폐사체,,,POINT (128.546718 37.132259)
2262,2022-02-28,2022-03-02,강원도,영월군,김삿갓면,진별리,산146,37.131571,128.547391,폐사체,,,POINT (128.547391 37.131571)
2263,2022-03-01,2022-03-03,강원도,삼척시,하장면,역둔리,184,37.305444,128.870823,수렵개체,,,POINT (128.870823 37.305444)
2264,2022-02-24,2022-03-03,강원도,강릉시,연곡면,동덕리,630-3,37.845078,128.831206,수렵개체,,,POINT (128.831206 37.845078)
2265,2022-02-25,2022-03-03,강원도,강릉시,왕산면,대기리,산598,37.577968,128.790207,수렵개체,,,POINT (128.790207 37.577968)
2266,2022-02-25,2022-03-03,강원도,강릉시,옥계면,북동리,산304,37.629117,128.963143,폐사체,,,POINT (128.963143 37.629117)
