구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry,시도_시군구
188,2020-02-11,2020-02-13,강원도,화천군,상서면,부촌리,57,38.193627,127.688297,폐사체,,,POINT (127.688297 38.193627),강원도 화천군
189,2020-02-11,2020-02-13,경기도,연천군,왕징면,강서리,산105,38.098764,126.940458,폐사체,,,POINT (126.940458 38.098764),경기도 연천군
190,2020-02-11,2020-02-13,경기도,연천군,왕징면,강서리,866,38.100375,126.943727,폐사체,,,POINT (126.943727 38.100375),경기도 연천군
191,2020-02-11,2020-02-13,경기도,연천군,장남면,판부리,181,38.00052,126.862036,폐사체,,,POINT (126.862036 38.00052),경기도 연천군
192,2020-02-11,2020-02-13,경기도,파주시,군내면,읍내리,456,37.933018,126.748578,폐사체,,,POINT (126.748578 37.933018),경기도 파주시
193,2020-02-10,2020-02-13,강원도,철원군,원남면,주파리,78,38.258576,127.6847,포획개체,,,POINT (127.6847 38.258576),강원도 철원군
194,2020-02-12,2020-02-13,강원도,화천군,상서면,부촌리,산1,38.197478,127.69381,폐사체,,,POINT (127.69381 38.197478),강원도 화천군
195,2020-02-12,2020-02-13,강원도,화천군,상서면,부촌리,산1,38.194452,127.693577,폐사체,,,POINT (127.693577 38.194452),강원도 화천군
196,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체,,,POINT (126.920938 38.084171),경기도 연천군
197,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체,,,POINT (126.920938 38.084171),경기도 연천군
198,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체,,,POINT (126.920938 38.084171),경기도 연천군
199,2020-02-12,2020-02-13,경기도,연천군,왕징면,작동리,산20,38.084171,126.920938,폐사체,,,POINT (126.920938 38.084171),경기도 연천군
200,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.195879,127.697551,폐사체,,,POINT (127.697551 38.195879),강원도 화천군
201,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.194987,127.697,폐사체,,,POINT (127.697 38.194987),강원도 화천군
202,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.182415,127.695868,폐사체,,,POINT (127.695868 38.182415),강원도 화천군
203,2020-02-13,2020-02-14,강원도,화천군,상서면,부촌리,산1,38.186767,127.692456,폐사체,,,POINT (127.692456 38.186767),강원도 화천군
204,2020-02-12,2020-02-14,경기도,연천군,백학면,석장리,888-36,38.080508,126.931851,폐사체,,,POINT (126.931851 38.080508),경기도 연천군
205,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,산4,37.907571,126.811125,폐사체,,,POINT (126.811125 37.907571),경기도 파주시
206,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,17,37.907604,126.811338,폐사체,,,POINT (126.811338 37.907604),경기도 파주시
207,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,16,37.907015,126.811292,폐사체,,,POINT (126.811292 37.907015),경기도 파주시
208,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,1673,37.906753,126.811634,폐사체,,,POINT (126.811634 37.906753),경기도 파주시
209,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,20,37.905715,126.811279,폐사체,,,POINT (126.811279 37.905715),경기도 파주시
210,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,28,37.900466,126.808505,폐사체,,,POINT (126.808505 37.900466),경기도 파주시
211,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산286,38.194851,127.718403,폐사체,,,POINT (127.718403 38.194851),강원도 화천군
212,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산252,38.194337,127.719618,폐사체,,,POINT (127.719618 38.194337),강원도 화천군
213,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.187663,127.697953,폐사체,,,POINT (127.697953 38.187663),강원도 화천군
214,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.18765,127.698313,폐사체,,,POINT (127.698313 38.18765),강원도 화천군
215,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.190546,127.69534,폐사체,,,POINT (127.69534 38.190546),강원도 화천군
216,2020-02-14,2020-02-16,경기도,연천군,장남면,반정리,341,37.971438,126.824845,폐사체,,,POINT (126.824845 37.971438),경기도 연천군
217,2020-02-14,2020-02-16,강원도,철원군,갈말읍,내대리,산46,38.204053,127.3043,폐사체,,,POINT (127.3043 38.204053),강원도 철원군
218,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,산178,38.081036,126.926559,폐사체,,,POINT (126.926559 38.081036),경기도 연천군
219,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,818,38.065986,126.920018,폐사체,,,POINT (126.920018 38.065986),경기도 연천군
220,2020-02-15,2020-02-17,강원도,화천군,화천읍,신읍리,산20,38.158859,127.716322,폐사체,,,POINT (127.716322 38.158859),강원도 화천군
221,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.19564,127.688753,폐사체,,,POINT (127.688753 38.19564),강원도 화천군
222,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185648,127.69849,폐사체,,,POINT (127.69849 38.185648),강원도 화천군
223,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185846,127.6984,폐사체,,,POINT (127.6984 38.185846),강원도 화천군
224,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.197644,127.702814,폐사체,,,POINT (127.702814 38.197644),강원도 화천군
225,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,산74-3,37.868361,126.727961,폐사체,,,POINT (126.727961 37.868361),경기도 파주시
226,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체,,,POINT (126.72271 37.867216),경기도 파주시
227,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체,,,POINT (126.72271 37.867216),경기도 파주시
228,2020-02-17,2020-02-18,강원도,화천군,상서면,부촌리,산1,38.19086,127.695636,폐사체,,,POINT (127.695636 38.19086),강원도 화천군
229,2020-02-18,2020-02-19,경기도,연천군,왕징면,작동리,산102,38.074503,126.910239,폐사체,,,POINT (126.910239 38.074503),경기도 연천군
230,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,66,37.932659,126.760207,폐사체,,,POINT (126.760207 37.932659),경기도 파주시
231,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,산52,37.927499,126.755421,폐사체,,,POINT (126.755421 37.927499),경기도 파주시
232,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,259,37.944687,126.76241,폐사체,,,POINT (126.76241 37.944687),경기도 파주시
233,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,산203,37.942865,126.761209,폐사체,,,POINT (126.761209 37.942865),경기도 파주시
234,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157152,127.69043,폐사체,,,POINT (127.69043 38.157152),강원도 화천군
235,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157353,127.691685,폐사체,,,POINT (127.691685 38.157353),강원도 화천군
236,2020-02-19,2020-02-20,경기도,연천군,백학면,석장리,165,38.080134,126.931316,폐사체,,,POINT (126.931316 38.080134),경기도 연천군
237,2020-02-19,2020-02-20,경기도,연천군,장남면,반정리,330,37.973616,126.825493,폐사체,,,POINT (126.825493 37.973616),경기도 연천군
238,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산19,38.170501,127.682738,폐사체,,,POINT (127.682738 38.170501),강원도 화천군
239,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산16,38.16911,127.685533,폐사체,,,POINT (127.685533 38.16911),강원도 화천군
240,2020-02-20,2020-02-21,강원도,화천군,화천읍,신읍리,산243,38.157742,127.686192,폐사체,,,POINT (127.686192 38.157742),강원도 화천군
241,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,185,38.07583,126.92828,폐사체,,,POINT (126.92828 38.07583),경기도 연천군
242,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,695,38.07447,126.92686,폐사체,,,POINT (126.92686 38.07447),경기도 연천군
243,2020-02-20,2020-02-21,경기도,연천군,왕징면,강서리,산164,38.089495,126.927237,폐사체,,,POINT (126.927237 38.089495),경기도 연천군
244,2020-02-18,2020-02-21,경기도,파주시,진동면,동파리,190,37.911621,126.80386,폐사체,,,POINT (126.80386 37.911621),경기도 파주시
245,2020-02-21,2020-02-23,경기도,파주시,군내면,정자리,산16,37.92065,126.761508,폐사체,,,POINT (126.761508 37.92065),경기도 파주시
246,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,산117,38.0781,126.9057,폐사체,,,POINT (126.9057 38.0781),경기도 연천군
247,2020-02-21,2020-02-23,경기도,연천군,백학면,석장리,181,38.0781,126.9276,폐사체,,,POINT (126.9276 38.0781),경기도 연천군
248,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,214,38.0842,126.9124,폐사체,,,POINT (126.9124 38.0842),경기도 연천군
249,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.187871,127.771152,폐사체,,,POINT (127.771152 38.187871),강원도 화천군
250,2020-02-21,2020-02-24,강원도,화천군,상서면,부촌리,산36,38.193942,127.678024,폐사체,,,POINT (127.678024 38.193942),강원도 화천군
251,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.203711,127.776182,폐사체,,,POINT (127.776182 38.203711),강원도 화천군
252,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.204056,127.776139,폐사체,,,POINT (127.776139 38.204056),강원도 화천군
253,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.199861,127.771391,폐사체,,,POINT (127.771391 38.199861),강원도 화천군
254,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산341,38.198347,127.769362,폐사체,,,POINT (127.769362 38.198347),강원도 화천군
255,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산338,38.200959,127.768678,폐사체,,,POINT (127.768678 38.200959),강원도 화천군
256,2020-02-23,2020-02-24,경기도,연천군,백학면,전동리,422,38.011901,126.883652,폐사체,,,POINT (126.883652 38.011901),경기도 연천군
257,2020-02-22,2020-02-24,강원도,화천군,간동면,구만리,1290-1,38.128688,127.769798,포획개체,,,POINT (127.769798 38.128688),강원도 화천군
258,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체,,,POINT (127.779366 38.200992),강원도 화천군
259,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체,,,POINT (127.779366 38.200992),강원도 화천군
260,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산154,38.129698,127.737744,폐사체,,,POINT (127.737744 38.129698),강원도 화천군
261,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,170,38.0813,126.9296,폐사체,,,POINT (126.9296 38.0813),경기도 연천군
262,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,177,38.080685,126.927193,폐사체,,,POINT (126.927193 38.080685),경기도 연천군
263,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,산164,38.0793,126.9308,폐사체,,,POINT (126.9308 38.0793),경기도 연천군
264,2020-02-26,2020-02-27,강원도,화천군,상서면,부촌리,산1,38.185812,127.697397,폐사체,,,POINT (127.697397 38.185812),강원도 화천군
265,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,68,38.197443,127.761992,폐사체,,,POINT (127.761992 38.197443),강원도 화천군
266,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,257,38.177951,127.76168,폐사체,,,POINT (127.76168 38.177951),강원도 화천군
267,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745),강원도 화천군
268,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745),강원도 화천군
269,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745),강원도 화천군
270,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산342,38.197084,127.767254,폐사체,,,POINT (127.767254 38.197084),강원도 화천군
271,2020-02-26,2020-02-27,경기도,연천군,백학면,석장리,산167,38.0791,126.9289,폐사체,,,POINT (126.9289 38.0791),경기도 연천군
272,2020-02-26,2020-02-27,경기도,연천군,왕징면,작동리,643,38.078671,126.905409,폐사체,,,POINT (126.905409 38.078671),경기도 연천군
273,2020-02-27,2020-02-28,경기도,파주시,진동면,하포리,산112,37.922399,126.814152,폐사체,,,POINT (126.814152 37.922399),경기도 파주시
274,2020-02-27,2020-02-28,경기도,파주시,진동면,서곡리,산112,37.947527,126.777599,폐사체,,,POINT (126.777599 37.947527),경기도 파주시
275,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.197977,127.776592,폐사체,,,POINT (127.776592 38.197977),강원도 화천군
276,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.207413,127.772369,폐사체,,,POINT (127.772369 38.207413),강원도 화천군
277,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.191813,127.62754,폐사체,,,POINT (127.62754 38.191813),강원도 화천군
278,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.191079,127.628533,폐사체,,,POINT (127.628533 38.191079),강원도 화천군
279,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.190981,127.62875,폐사체,,,POINT (127.62875 38.190981),강원도 화천군
280,2020-02-27,2020-02-28,경기도,연천군,백학면,석장리,산165,38.0817,126.9327,폐사체,,,POINT (126.9327 38.0817),경기도 연천군
281,2020-02-27,2020-02-28,경기도,연천군,백학면,석장리,169,38.0808,126.9306,폐사체,,,POINT (126.9306 38.0808),경기도 연천군
282,2020-02-28,2020-03-01,경기도,연천군,왕징면,강내리,794,38.094748,126.99397,폐사체,,,POINT (126.99397 38.094748),경기도 연천군
283,2020-02-28,2020-03-01,경기도,연천군,백학면,석장리,186,38.074869,126.929492,폐사체,,,POINT (126.929492 38.074869),경기도 연천군
284,2020-02-28,2020-03-01,경기도,연천군,왕징면,작동리,876-5,38.076044,126.904613,폐사체,,,POINT (126.904613 38.076044),경기도 연천군
285,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146),강원도 화천군
286,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146),강원도 화천군
287,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146),강원도 화천군
288,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146),강원도 화천군
289,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146),강원도 화천군
290,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산1,38.155118,127.760219,폐사체,,,POINT (127.760219 38.155118),강원도 화천군
291,2020-02-29,2020-03-02,강원도,화천군,화천읍,풍산리,산267,38.199591,127.772969,폐사체,,,POINT (127.772969 38.199591),강원도 화천군
292,2020-02-29,2020-03-02,강원도,화천군,화천읍,동촌리,산11,38.175174,127.838896,폐사체,,,POINT (127.838896 38.175174),강원도 화천군
293,2020-02-29,2020-03-02,경기도,연천군,왕징면,작동리,산141,38.076828,126.903689,폐사체,,,POINT (126.903689 38.076828),경기도 연천군
294,2020-02-29,2020-03-02,경기도,연천군,왕징면,작동리,산104,38.072051,126.904623,폐사체,,,POINT (126.904623 38.072051),경기도 연천군
295,2020-03-01,2020-03-02,경기도,연천군,백학면,석장리,177,38.080635,126.927191,폐사체,,,POINT (126.927191 38.080635),경기도 연천군
